6.10068 1.14255 1.02298 0.959903 1.15771 1.12669 0.99305 0.916237 1.02838 0.991631 
6.16663 1.15775 1.01411 0.964833 1.11633 1.10876 1.00517 0.874413 1.01986 0.984644 
6.23259 1.13791 0.999086 0.978721 1.18452 1.08944 1.01073 0.968546 1.00546 0.967617 
6.29854 1.12776 0.990907 0.991305 1.16321 1.08524 1.02143 0.959072 0.994905 0.981759 
6.36449 1.1225 0.981808 1.00132 1.0942 1.06178 1.0334 0.950944 0.992694 0.993589 
6.43045 1.10058 0.982938 1.0018 1.09316 1.04059 1.02954 0.939524 0.996741 1.00951 
6.4964 1.09896 0.988069 1.00308 1.15287 1.05125 1.03693 1.0368 0.989748 1.02604 
6.56235 1.07735 0.971789 1.0219 1.0482 1.03163 1.04514 1.08435 0.97836 1.02383 
6.62831 1.06215 0.987176 1.02347 1.04194 1.03838 1.05594 1.12158 0.97863 0.994554 
6.69426 1.03835 0.980859 1.01652 1.06836 1.02776 1.05754 1.01011 0.983053 0.990293 
6.76021 1.0468 0.962889 1.03085 1.076 1.01874 1.05533 1.04314 0.974487 1.02797 
6.82617 1.05497 0.954413 1.03251 1.06628 1.00286 1.05095 0.982751 0.976263 1.03482 
6.89212 1.04852 0.94989 1.04329 1.09033 1.00279 1.04845 1.05507 0.98066 1.01576 
6.95807 1.0374 0.961089 1.0438 1.07496 0.996232 1.05105 1.01909 0.978886 1.02841 
7.02403 1.03456 0.970428 1.03658 1.01183 1.00551 1.04435 1.00896 0.98407 1.01517 
7.08998 1.03549 0.973231 1.03432 0.960874 1.02489 1.03268 1.01625 0.991621 1.02069 
7.15593 1.03319 0.972677 1.02836 0.977485 1.02844 1.02583 1.00267 0.994081 1.04543 
7.22189 1.02997 1.00261 1.02772 0.976297 1.03481 1.01959 1.04941 1.00446 1.04301 
7.28784 1.01346 1.00293 1.02296 1.00712 1.02414 1.02062 1.05641 1.00519 1.00488 
7.35379 1.01142 1.00725 1.01105 1.04089 1.03181 1.01486 1.08509 1.00573 1.03161 
7.41975 1.01094 1.02715 1.01473 1.05932 1.0216 1.00729 1.03133 1.00791 1.02795 
